Counter_Location_Description,Latitude,Longitude,Log_Timstamp,Total_Pedestrian_Count,Total_Cyclist_Count
103A Avenue W of 96 Street,53.5473265,-113.4842106,25-May-20,574,123
103 Street N of 100 Avenue,53.53912407,-113.4975386,29-Jul-20,0,220
Whitemud Ravine Boardwalk,53.476847,-113.555595,21-Feb-21,1078,0
105 Avenue W of 101 Street,53.54767204,-113.4945246,31-Dec-22,681,16
103 Street N of 100 Avenue,53.53912407,-113.4975386,31-May-20,0,75
127 Street N of 107 Avenue,53.55149,-113.54119,11-Dec-19,0,33
76 Avenue W of 106 Street EB,53.51221,-113.50486,23-Sep-20,0,136
100 Avenue E of 107 Street,53.53885088,-113.5035117,10-Dec-21,0,25
Emily Murphy,53.532383,-113.531662,23-Jun-22,128,0
100 Avenue E of 107 Street,53.53885088,-113.5035117,1-Nov-19,0,265
106 Street N of 76 Avenue NB,53.51304,-113.50381,16-Jun-20,0,407
Whitemud Ravine Boardwalk,53.476847,-113.555595,16-Sep-22,417,0
Rossdale SUP,53.52781,-113.49539,27-Apr-22,179,35
106 Street S of 104 Avenue,53.54519216,-113.5030336,5-Oct-22,0,116
106 Street S of 104 Avenue,53.54519216,-113.5030336,20-Nov-22,0,10
Sir Wilfrid Laurier Park,53.51167,-113.54897,30-Jun-22,542,0
Sir Wilfrid Laurier Park,53.51167,-113.54897,24-Mar-22,88,0
Funicular @ 100 St,53.539481,-113.488365,20-Mar-20,317,0
105 Avenue W of 109 Street,53.54829907,-113.5094746,18-Jun-19,0,671
105 Avenue W of 101 Street,53.54767204,-113.4945246,11-Jun-19,460,248
Queen Elizabeth Park 2,53.52457,-113.49748,12-Nov-21,137,0
76 Avenue W of 106 Street EB,53.51221,-113.50486,29-Sep-20,0,111
102 Avenue E of 121 Street,53.54308,-113.52949,28-Feb-22,0,118
76 Avenue W of 106 Street EB,53.51221,-113.50486,11-Dec-22,0,14
96 Street S of Jasper Ave,53.54312877,-113.4819533,17-Jul-22,0,53
Whitemud Ravine Boardwalk,53.476847,-113.555595,18-Aug-21,585,0
102A Avenue W of 96 Street,53.54541049,-113.4834711,2-Jan-23,0,11
106 Street N of Jasper Avenue,53.54171422,-113.5030261,5-Aug-20,0,212
Woodward Trail / Wolf Willow (EBD into River Valley/WBD out of River Valley),53.4938,-113.59727,14-Feb-20,69,17
Rossdale SUP,53.52781,-113.49539,11-Jul-22,1923,353
76 Avenue W of 106 Street WB,53.51234,-113.50485,17-Apr-22,0,30
127 Street N of 107 Avenue,53.55149,-113.54119,26-Dec-19,0,9
103A Avenue W of 96 Street,53.5473265,-113.4842106,13-May-22,695,107
Gold Bar Trail,53.554767,-113.401458,10-Mar-22,129,14
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,7-Jul-21,273,607
127 Street N of 107 Avenue,53.55149,-113.54119,31-Oct-22,0,112
102A Avenue W of 96 Street,53.54541049,-113.4834711,1-Jun-20,0,172
102A Avenue W of 96 Street,53.54541049,-113.4834711,19-Oct-22,0,203
106 Street S of 104 Avenue,53.54519216,-113.5030336,18-Dec-20,0,13
Capilano SUP,53.560733,-113.424422,18-Oct-21,96,31
105 Avenue W of 101 Street,53.54767204,-113.4945246,8-Feb-20,789,30
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,19-Sep-19,1062,656
103A Avenue W of 96 Street,53.5473265,-113.4842106,20-Jul-19,546,78
121 Street SUP N of 107 Avenue,53.55131,-113.53093,22-Dec-22,1365,22
Gold Bar Trail,53.554767,-113.401458,19-Oct-21,241,78
105 Avenue W of 109 Street,53.54829907,-113.5094746,8-Feb-20,0,63
Keillor Point (EBD into Keillor Point/WBD out of Keillor Point),53.51209,-113.5392,1-Dec-19,74,0
103 Street N of 100 Avenue,53.53912407,-113.4975386,21-Feb-19,0,38
High Level Bridge West,53.53277648,-113.5099417,2-Mar-19,99,39
96 Street S of Jasper Ave,53.54312877,-113.4819533,10-Sep-21,0,30
102 Avenue E of 121 Street,53.54308,-113.52949,24-Oct-20,0,90
83 Avenue W of 99 Street,53.51907,-113.48717,21-Feb-21,0,102
106 Street S of 104 Avenue,53.54519216,-113.5030336,31-Mar-22,0,40
102A Avenue W of 96 Street,53.54541049,-113.4834711,2-Aug-19,0,267
Sir Wilfrid Laurier Park,53.51167,-113.54897,21-Jan-22,86,0
106 Street S of 104 Avenue,53.54519216,-113.5030336,22-Nov-20,0,2
102 Avenue E of 105 Street,53.54297512,-113.5003897,7-Jun-19,0,196
Keillor Point (EBD into Keillor Point/WBD out of Keillor Point),53.51209,-113.5392,1-Nov-20,433,0
102A Avenue W of 96 Street,53.54541049,-113.4834711,7-Oct-18,0,51
83 Avenue W of 99 Street,53.51907,-113.48717,13-Dec-21,0,103
Keillor Point (EBD into Keillor Point/WBD out of Keillor Point),53.51209,-113.5392,2-Apr-20,100,0
Railtown Park SUP,53.5430264,-113.5102586,18-Jun-22,953,452
LRT SUP East of 92 Street,53.55645536,-113.4749465,30-Mar-20,52,46
Wedgewood,53.472733,-113.641533,30-Nov-21,103,6
Keillor Point (EBD into Keillor Point/WBD out of Keillor Point),53.51209,-113.5392,1-Aug-20,232,0
LRT SUP East of 92 Street,53.55645536,-113.4749465,21-Mar-19,199,174
106 Street S of 104 Avenue,53.54519216,-113.5030336,27-Jan-23,0,19
76 Avenue W of 106 Street EB,53.51221,-113.50486,22-Oct-21,0,91
High Level Bridge East,53.53249552,-113.5095117,22-Mar-20,477,44
96 Street S of Jasper Ave,53.54312877,-113.4819533,9-Oct-19,0,2
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,19-Sep-19,166,578
LRT SUP East of 92 Street,53.55645536,-113.4749465,20-Jul-21,174,241
Capilano SUP,53.560733,-113.424422,27-May-22,100,135
102 Avenue E of 121 Street,53.54308,-113.52949,24-May-22,0,625
96 Street S of Jasper Ave,53.54312877,-113.4819533,22-Jun-22,0,18
127 Street N of 107 Avenue,53.55149,-113.54119,9-Aug-22,0,341
High Level Bridge West,53.53277648,-113.5099417,6-Jul-20,1746,1802
MacKinnon Ravine,53.53905,-113.54702,17-Mar-23,52,311
Whitemud Ravine Boardwalk,53.476847,-113.555595,28-Oct-21,421,0
High Level Bridge West,53.53277648,-113.5099417,24-May-21,661,221
105 Avenue W of 109 Street,53.54829907,-113.5094746,5-Apr-19,0,379
Queen Elizabeth Park 2,53.52457,-113.49748,6-Mar-23,61,0
Wedgewood,53.472733,-113.641533,19-Dec-22,22,0
106 Street N of 76 Avenue NB,53.51304,-113.50381,2-Apr-20,0,23
83 Avenue W 106 Street,53.51911,-113.50441,20-Mar-21,0,536
105 Avenue W of 101 Street,53.54767204,-113.4945246,21-Jan-20,239,82
Buena Vista Bridge,53.52139,-113.54829,27-May-21,750,923
High Level Bridge West,53.53277648,-113.5099417,30-Nov-21,495,307
LRT SUP East of 92 Street,53.55645536,-113.4749465,19-Dec-19,89,137
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,2-Feb-23,56,83
Railtown Park SUP,53.5430264,-113.5102586,4-Jan-22,32,29
99 Street N of 102A Avenue,53.54537031,-113.4893957,11-Jun-22,0,33
103 Street N of 102 Avenue,53.54360589,-113.4974978,10-Feb-23,0,26
Woodward Trail / Wolf Willow (EBD into River Valley/WBD out of River Valley),53.4938,-113.59727,20-Dec-21,64,10
76 Avenue W of 106 Street WB,53.51234,-113.50485,23-Dec-21,0,4
105 Avenue W of 109 Street,53.54829907,-113.5094746,8-Oct-19,0,351
83 Avenue W of 99 Street,53.51907,-113.48717,11-Dec-19,0,221
106 Street N of 76 Avenue NB,53.51304,-113.50381,21-May-22,0,217
103 Street N of 102 Avenue,53.54360589,-113.4974978,8-Dec-22,0,30
102 Avenue E of 105 Street,53.54297512,-113.5003897,27-Jul-22,0,722
LRT SUP East of 92 Street,53.55645536,-113.4749465,10-Nov-21,145,109
High Level Bridge East,53.53249552,-113.5095117,1-Aug-21,629,264
High Level Bridge East,53.53249552,-113.5095117,8-Dec-22,143,63
102A Avenue W of 96 Street,53.54541049,-113.4834711,17-Sep-20,0,264
99 Street N of 102A Avenue,53.54537031,-113.4893957,28-Jun-22,0,102
106 Street N of 76 Avenue SB,53.51306,-113.50389,8-Oct-20,0,162
103 Street N of 100 Avenue,53.53912407,-113.4975386,25-Jun-20,0,230
High Level Bridge West,53.53277648,-113.5099417,21-Feb-19,307,211
103A Avenue W of 96 Street,53.5473265,-113.4842106,14-Jan-19,1211,78
High Level Bridge East,53.53249552,-113.5095117,26-Jan-19,252,18
83 Avenue W of 99 Street,53.51907,-113.48717,1-Aug-20,0,1246
103 Street N of 102 Avenue,53.54360589,-113.4974978,12-Oct-18,0,49
127 Street N of 107 Avenue,53.55149,-113.54119,26-Mar-22,0,27
Woodward Trail / Wolf Willow (EBD into River Valley/WBD out of River Valley),53.4938,-113.59727,20-Nov-20,54,9
High Level Bridge East,53.53249552,-113.5095117,4-May-22,311,277
Rossdale SUP,53.52781,-113.49539,12-Nov-20,147,28
96 Street S of Jasper Ave,53.54312877,-113.4819533,25-Aug-21,0,25
103 Street N of 102 Avenue,53.54360589,-113.4974978,7-Mar-22,0,36
103 Street N of 102 Avenue,53.54360589,-113.4974978,2-Mar-22,0,45
Funicular @ 100 St,53.539481,-113.488365,3-Mar-23,392,0
105 Avenue W of 101 Street,53.54767204,-113.4945246,28-Apr-19,278,20
Railtown Park SUP,53.5430264,-113.5102586,23-Apr-20,593,363
102A Avenue W of 96 Street,53.54541049,-113.4834711,30-Oct-20,0,79
106 Street N of Jasper Avenue,53.54171422,-113.5030261,19-May-22,0,76
Buena Vista Bridge,53.52139,-113.54829,10-Sep-22,0,902
Railtown Park SUP,53.5430264,-113.5102586,30-Oct-18,1116,546
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,23-Dec-21,55,25
106 Street N of 76 Avenue NB,53.51304,-113.50381,12-Nov-20,0,28
103A Avenue W of 96 Street,53.5473265,-113.4842106,12-Aug-18,343,39
LRT SUP East of 92 Street,53.55645536,-113.4749465,18-Nov-21,91,27
102 Avenue E of 105 Street,53.54297512,-113.5003897,14-Apr-22,0,161
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,10-May-22,120,229
103 Street N of 102 Avenue,53.54360589,-113.4974978,19-Oct-18,0,119
103 Street N of 102 Avenue,53.54360589,-113.4974978,7-Jun-19,0,63
100 Avenue E of 107 Street,53.53885088,-113.5035117,1-Sep-18,0,212
105 Avenue W of 101 Street,53.54767204,-113.4945246,21-Nov-20,42,13
106 Street N of Jasper Avenue,53.54171422,-113.5030261,2-Apr-21,0,48
83 Avenue W 106 Street,53.51911,-113.50441,9-Nov-20,0,163
103 Street N of 102 Avenue,53.54360589,-113.4974978,24-Jan-19,0,24
Woodward Trail / Wolf Willow (EBD into River Valley/WBD out of River Valley),53.4938,-113.59727,12-May-22,360,238
76 Avenue W of 106 Street EB,53.51221,-113.50486,9-May-21,0,141
106 Street N of 76 Avenue SB,53.51306,-113.50389,10-Jul-21,0,266
83 Avenue W of 99 Street,53.51907,-113.48717,7-Jul-22,0,707
Buena Vista Bridge,53.52139,-113.54829,11-Nov-21,769,155
Whitemud Ravine Boardwalk,53.476847,-113.555595,29-Mar-22,343,0
76 Avenue W of 106 Street WB,53.51234,-113.50485,11-Jan-23,0,30
Rossdale SUP,53.52781,-113.49539,30-Oct-22,601,211
100 Avenue E of 107 Street,53.53885088,-113.5035117,1-Mar-21,0,94
LRT SUP East of 92 Street,53.55645536,-113.4749465,3-Oct-22,122,190
103 Street N of 100 Avenue,53.53912407,-113.4975386,24-Apr-22,0,67
83 Avenue W of 99 Street,53.51907,-113.48717,20-May-21,0,487
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,22-May-20,128,82
96 Street S of Jasper Ave,53.54312877,-113.4819533,21-Jan-19,0,0
High Level Bridge West,53.53277648,-113.5099417,12-Nov-21,467,352
Railtown Park SUP,53.5430264,-113.5102586,1-Oct-19,1477,656
76 Avenue W of 106 Street WB,53.51234,-113.50485,12-Aug-22,0,144
High Level Bridge West,53.53277648,-113.5099417,13-Nov-21,712,369
103 Street N of 100 Avenue,53.53912407,-113.4975386,22-Oct-22,0,42
102 Avenue E of 105 Street,53.54297512,-113.5003897,26-Feb-23,0,41
127 Street N of 107 Avenue,53.55149,-113.54119,27-Oct-22,0,154
High Level Bridge East,53.53249552,-113.5095117,30-Apr-22,316,140
Rossdale SUP,53.52781,-113.49539,28-Oct-22,361,152
105 Avenue W of 101 Street,53.54767204,-113.4945246,16-Oct-20,91,35
Woodward Trail / Wolf Willow (EBD into River Valley/WBD out of River Valley),53.4938,-113.59727,25-May-22,288,192
121 Street SUP N of 107 Avenue,53.55131,-113.53093,23-Jan-21,113,22
83 Avenue W 106 Street,53.51911,-113.50441,4-May-20,0,185
Rossdale SUP,53.52781,-113.49539,17-Jun-22,407,153
Sir Wilfrid Laurier Park,53.51167,-113.54897,11-Jun-21,651,0
106 Street S of 104 Avenue,53.54519216,-113.5030336,4-Jul-19,0,172
103A Avenue W of 96 Street,53.5473265,-113.4842106,6-Jul-21,629,78
East Trails,53.604,-113.31977,21-Sep-22,94,64
High Level Bridge West,53.53277648,-113.5099417,24-Apr-19,656,1085
Keillor Point (EBD into Keillor Point/WBD out of Keillor Point),53.51209,-113.5392,20-Jul-20,316,0
High Level Bridge East,53.53249552,-113.5095117,31-Jan-20,206,74
Funicular @ 100 St,53.539481,-113.488365,14-Sep-20,455,0
106 Street N of Jasper Avenue,53.54171422,-113.5030261,11-Nov-21,0,38
105 Avenue W of 109 Street,53.54829907,-113.5094746,8-Nov-20,0,40
103 Street N of 100 Avenue,53.53912407,-113.4975386,16-Nov-18,0,43
High Level Bridge East,53.53249552,-113.5095117,22-Feb-23,52,29
106 Street S of 104 Avenue,53.54519216,-113.5030336,14-Aug-19,0,210
Railtown Park SUP,53.5430264,-113.5102586,2-Jan-23,397,60
Rossdale SUP,53.52781,-113.49539,19-Oct-20,135,52
Rossdale SUP,53.52781,-113.49539,22-Aug-21,329,109
Gold Bar Trail,53.554767,-113.401458,2-Jan-22,345,19
Wedgewood,53.472733,-113.641533,4-Nov-22,112,5
103 Street N of 102 Avenue,53.54360589,-113.4974978,10-Feb-19,0,1
76 Avenue W of 106 Street EB,53.51221,-113.50486,11-Jun-19,0,170
106 Street N of Jasper Avenue,53.54171422,-113.5030261,27-Dec-19,0,20
Rossdale SUP,53.52781,-113.49539,26-Jul-19,293,491
Gold Bar Trail,53.554767,-113.401458,17-Dec-22,65,10
103 Street N of 102 Avenue,53.54360589,-113.4974978,25-Feb-23,0,4
106 Street S of 104 Avenue,53.54519216,-113.5030336,9-Dec-20,0,22
Whitemud Ravine Boardwalk,53.476847,-113.555595,10-Nov-20,240,0
103A Avenue W of 96 Street,53.5473265,-113.4842106,10-Nov-19,330,24
105 Avenue W of 109 Street,53.54829907,-113.5094746,13-Nov-18,0,206
105 Avenue W of 109 Street,53.54829907,-113.5094746,27-Nov-20,0,94
Funicular @ 100 St,53.539481,-113.488365,27-Sep-22,1190,0
76 Avenue W of 106 Street EB,53.51221,-113.50486,29-Aug-21,0,137
Railtown Park SUP,53.5430264,-113.5102586,26-Aug-18,499,225
106 Street N of Jasper Avenue,53.54171422,-113.5030261,20-Jul-22,0,237
96 Street S of Jasper Ave,53.54312877,-113.4819533,29-Apr-19,0,12
83 Avenue W 106 Street,53.51911,-113.50441,9-Dec-21,0,88
Rossdale SUP,53.52781,-113.49539,29-May-19,43,2
127 Street N of 107 Avenue,53.55149,-113.54119,27-Mar-22,0,20
99 Street N of 102A Avenue,53.54537031,-113.4893957,25-Jul-21,0,6
102A Avenue W of 96 Street,53.54541049,-113.4834711,28-Mar-21,0,79
106 Street S of 104 Avenue,53.54519216,-113.5030336,10-Dec-21,0,2
106 Street S of 104 Avenue,53.54519216,-113.5030336,9-Apr-19,0,117
102A Avenue W of 96 Street,53.54541049,-113.4834711,16-May-20,0,120
102A Avenue W of 96 Street,53.54541049,-113.4834711,16-Feb-20,0,10
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,24-Aug-21,417,659
East Trails,53.604,-113.31977,30-Mar-22,21,58
102A Avenue W of 96 Street,53.54541049,-113.4834711,15-Aug-19,0,298
Buena Vista Bridge,53.52139,-113.54829,10-Feb-22,430,17
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,8-Jun-22,566,614
83 Avenue W of 99 Street,53.51907,-113.48717,25-Aug-21,0,1186
106 Street N of 76 Avenue SB,53.51306,-113.50389,2-Aug-22,0,226
East Trails,53.604,-113.31977,7-Jun-22,98,22
96 Street S of Jasper Ave,53.54312877,-113.4819533,12-Aug-18,0,3
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,4-Aug-18,105,147
High Level Bridge East,53.53249552,-113.5095117,8-Dec-18,469,19
Queen Elizabeth Park,53.52595,-113.50289,28-Nov-21,9,178
103A Avenue W of 96 Street,53.5473265,-113.4842106,17-Jan-19,893,35
Keillor Point (EBD into Keillor Point/WBD out of Keillor Point),53.51209,-113.5392,15-Oct-21,180,0
121 Street SUP N of 107 Avenue,53.55131,-113.53093,22-Jan-22,305,25
121 Street SUP N of 107 Avenue,53.55131,-113.53093,11-Jul-22,682,588
High Level Bridge East,53.53249552,-113.5095117,17-Oct-18,851,365
76 Avenue W of 106 Street EB,53.51221,-113.50486,18-Jan-20,0,5
127 Street N of 107 Avenue,53.55149,-113.54119,14-Jan-20,0,11
121 Street SUP N of 107 Avenue,53.55131,-113.53093,12-Nov-22,239,59
LRT SUP East of 92 Street,53.55645536,-113.4749465,22-Nov-20,54,33
LRT SUP East of 92 Street,53.55645536,-113.4749465,8-Jul-20,69,82
83 Avenue W of 99 Street,53.51907,-113.48717,25-May-21,0,798
83 Avenue W of 99 Street,53.51907,-113.48717,8-Jul-20,0,549
106 Street N of Jasper Avenue,53.54171422,-113.5030261,10-Nov-19,0,9
102 Avenue E of 105 Street,53.54297512,-113.5003897,13-Feb-23,0,185
Whitemud Ravine Boardwalk,53.476847,-113.555595,2-May-21,1284,0
83 Avenue W of 99 Street,53.51907,-113.48717,30-Aug-19,0,534
127 Street N of 107 Avenue,53.55149,-113.54119,9-Sep-20,0,259
Whitemud Ravine Boardwalk,53.476847,-113.555595,30-Sep-21,951,0
106 Street N of 76 Avenue NB,53.51304,-113.50381,16-Oct-21,0,166
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,24-Mar-19,155,52
LRT SUP East of 92 Street,53.55645536,-113.4749465,6-Sep-21,286,227
102 Avenue E of 105 Street,53.54297512,-113.5003897,16-Dec-21,0,53
106 Street S of 104 Avenue,53.54519216,-113.5030336,30-Mar-19,0,36
High Level Bridge East,53.53249552,-113.5095117,17-Apr-19,857,248
83 Avenue W 106 Street,53.51911,-113.50441,15-Feb-21,0,43
Woodward Trail / Wolf Willow (EBD into River Valley/WBD out of River Valley),53.4938,-113.59727,1-Jul-22,539,239
East Trails,53.604,-113.31977,22-Dec-21,0,10
103 Street N of 102 Avenue,53.54360589,-113.4974978,11-Dec-19,0,66
106 Street N of 76 Avenue NB,53.51304,-113.50381,10-Apr-20,0,64
Capilano SUP,53.560733,-113.424422,16-Apr-22,193,32
Rossdale SUP,53.52781,-113.49539,29-Jul-19,293,334
102 Avenue E of 121 Street,53.54308,-113.52949,28-Nov-22,0,178
Queen Elizabeth Park 2,53.52457,-113.49748,28-Oct-22,272,0
Rossdale SUP,53.52781,-113.49539,2-Jul-22,246,68
High Level Bridge East,53.53249552,-113.5095117,25-Aug-21,536,305
Emily Murphy,53.532383,-113.531662,12-May-22,521,0
LRT SUP East of 92 Street,53.55645536,-113.4749465,15-Jan-21,89,68
83 Avenue W of 99 Street,53.51907,-113.48717,1-Mar-23,0,227
100 Avenue E of 107 Street,53.53885088,-113.5035117,8-Aug-19,0,742
106 Street N of 76 Avenue NB,53.51304,-113.50381,15-Dec-19,0,26
Funicular @ 100 St,53.539481,-113.488365,4-Feb-21,261,0
83 Avenue W of 99 Street,53.51907,-113.48717,17-Feb-22,0,129
105 Avenue W of 101 Street,53.54767204,-113.4945246,5-Jan-20,158,9
Queen Elizabeth Park 2,53.52457,-113.49748,8-Nov-21,196,0
76 Avenue W of 106 Street EB,53.51221,-113.50486,24-May-19,0,90
103A Avenue W of 96 Street,53.5473265,-113.4842106,27-Sep-20,351,94
Queen Elizabeth Park 2,53.52457,-113.49748,24-Nov-22,98,0
Queen Elizabeth Park 2,53.52457,-113.49748,13-May-22,266,0
Wedgewood,53.472733,-113.641533,16-Oct-22,484,77
Belgravia Rd Foot Bridge SUP,53.506457,-113.531874,23-Jul-19,1168,744
Whitemud Ravine Boardwalk,53.476847,-113.555595,17-Aug-21,677,0
Queen Elizabeth Park,53.52595,-113.50289,30-Jun-22,179,468
MacKinnon Ravine,53.53905,-113.54702,7-Aug-21,429,572
102A Avenue W of 96 Street,53.54541049,-113.4834711,19-Jun-20,0,241
Rossdale SUP,53.52781,-113.49539,14-Jan-23,561,22
Capilano Bridge,53.561355,-113.420088,14-Jun-22,115,0
High Level Bridge West,53.53277648,-113.5099417,5-Apr-21,1428,968
MacKinnon Ravine,53.53905,-113.54702,6-Jan-23,64,190
Whitemud Ravine Boardwalk,53.476847,-113.555595,8-Feb-23,251,0
100 Avenue E of 107 Street,53.53885088,-113.5035117,20-Mar-19,0,236
103 Street N of 102 Avenue,53.54360589,-113.4974978,20-Jun-21,0,202
99 Street N of 102A Avenue,53.54537031,-113.4893957,27-Dec-18,0,28
96 Street S of Jasper Ave,53.54312877,-113.4819533,17-Nov-19,0,5
Woodward Trail / Wolf Willow (EBD into River Valley/WBD out of River Valley),53.4938,-113.59727,30-Sep-20,430,151
Emily Murphy,53.532383,-113.531662,24-Mar-22,32,0
102 Avenue E of 105 Street,53.54297512,-113.5003897,16-Jan-22,0,30
Railtown Park SUP,53.5430264,-113.5102586,23-Aug-18,1046,810
102 Avenue E of 105 Street,53.54297512,-113.5003897,22-Nov-20,0,0
Sir Wilfrid Laurier Park,53.51167,-113.54897,2-Mar-22,84,0
Queen Elizabeth Park,53.52595,-113.50289,3-Nov-21,61,213
102 Avenue E of 105 Street,53.54297512,-113.5003897,4-Apr-19,0,335
76 Avenue W of 106 Street EB,53.51221,-113.50486,8-Jul-21,0,157
MacKinnon Ravine,53.53905,-113.54702,12-Oct-22,271,347
Capilano SUP,53.560733,-113.424422,8-Oct-21,171,132
High Level Bridge East,53.53249552,-113.5095117,15-Aug-22,481,344
Funicular @ 100 St,53.539481,-113.488365,24-Apr-22,1189,0
103 Street N of 100 Avenue,53.53912407,-113.4975386,1-May-20,0,118
106 Street N of Jasper Avenue,53.54171422,-113.5030261,18-Aug-21,0,177
103 Street N of 100 Avenue,53.53912407,-113.4975386,18-Nov-22,0,34
83 Avenue W of 99 Street,53.51907,-113.48717,13-Jun-22,0,1005
99 Street N of 102A Avenue,53.54537031,-113.4893957,10-Sep-21,0,81
High Level Bridge West,53.53277648,-113.5099417,9-Jul-21,1243,1257
106 Street S of 104 Avenue,53.54519216,-113.5030336,6-Dec-18,0,31
105 Avenue W of 109 Street,53.54829907,-113.5094746,29-Aug-19,0,701
105 Avenue W of 109 Street,53.54829907,-113.5094746,2-Apr-20,0,61
MacKinnon Ravine,53.53905,-113.54702,17-Oct-21,355,586
102A Avenue W of 96 Street,53.54541049,-113.4834711,31-Jan-19,0,58
High Level Bridge West,53.53277648,-113.5099417,16-Jun-20,1794,1916
76 Avenue W of 106 Street EB,53.51221,-113.50486,21-Oct-20,0,35
Keillor Point (EBD into Keillor Point/WBD out of Keillor Point),53.51209,-113.5392,20-May-20,279,0
96 Street S of Jasper Ave,53.54312877,-113.4819533,20-Feb-20,0,22
Keillor Point (EBD into Keillor Point/WBD out of Keillor Point),53.51209,-113.5392,25-Nov-20,91,0
Railtown Park SUP,53.5430264,-113.5102586,30-Jul-20,1103,746
106 Street N of Jasper Avenue,53.54171422,-113.5030261,10-Dec-22,0,12
105 Avenue W of 109 Street,53.54829907,-113.5094746,23-Feb-20,0,60
102 Avenue E of 105 Street,53.54297512,-113.5003897,24-Jun-19,0,384
106 Street S of 104 Avenue,53.54519216,-113.5030336,12-Jun-21,0,67
Whitemud Ravine Boardwalk,53.476847,-113.555595,16-Aug-22,638,0
102 Avenue SUP W Groat Rd Bridge,53.54315537,-113.5448633,1-Oct-19,170,341
96 Street S of Jasper Ave,53.54312877,-113.4819533,10-Oct-21,0,4
Woodward Trail / Wolf Willow (EBD into River Valley/WBD out of River Valley),53.4938,-113.59727,30-Jan-22,331,24
Rossdale SUP,53.52781,-113.49539,17-Aug-21,571,208
76 Avenue W of 106 Street EB,53.51221,-113.50486,2-Jan-22,0,2
